Headline,Body ID,Stance
Senator: Detainees swapped for Bergdahl have contacted militants,40,unrelated
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',170,unrelated
Missing American journalist reportedly beheaded by Islamic State ,694,discuss
ISIS executioner 'Jihadi John' named by media,939,discuss
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2481,discuss
Man chops off own penis after being dumped by his girlfriend,1410,agree
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,574,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1720,unrelated
"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",1081,unrelated
Obama denounces killing of journalist James Foley and pledges ‘justice’,511,unrelated
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,280,unrelated
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,1649,unrelated
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,574,unrelated
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",2328,unrelated
Sergeant-at-Arms stopped shooter on Parliament Hill,1472,discuss
KC hospital: Patient does not have symptom profile of Ebola,933,unrelated
Christian Bale Won't Play Steve Jobs After All,1215,disagree
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",139,unrelated
"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor",1311,unrelated
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1175,discuss
‘Photo of slain IS leader’ reported to be doctored,723,discuss
WHO says reports of suspected Ebola cases in Iraq are untrue,1338,unrelated
Boko Haram denies truce to release kidnapped schoolgirls,1374,unrelated
Michael Brown shooting audio caught on tape?,1435,unrelated
IPhone 6 users are tearing their hair out,2476,discuss
Senator: Detainees swapped for Bergdahl have contacted militants,236,unrelated
AWESOME! Canadian Parliament’s Sergeant-at-Arms Kevin Vickers Takes Out Gunman,1175,unrelated
WTC rats scare off Anna Wintour,944,unrelated
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",1976,discuss
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",346,unrelated
"It's 'rubbish' that Robert Plant turned down £500m Led Zeppelin reformation offer, says publicist",1787,unrelated
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",1266,unrelated
VIDEO: Son Stuns Parents By Paying Off Their Mortgage As Christmas Surprise,377,unrelated
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",269,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,1009,unrelated
Militant Group Says It Killed American Journalist in Syria,1361,unrelated
Dog found abandoned at Scottish train station with suitcase of belongings,530,unrelated
'Banksy' Reacts To Paris Attack With Poignant Drawing,1175,unrelated
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,2403,unrelated
Boko Haram denies it has agreed ceasefire,1661,unrelated
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),1268,unrelated
Indian worker sacked after going on leave for 24 years,1844,unrelated
"No, Robert Plant Didn’t Rip Up an $800 Million Contract",1538,unrelated
7 Bosnian teens get pregnant on school trip,1277,unrelated
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1693,discuss
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,812,unrelated
Isis claims to behead US journalist,1580,discuss
North Korea denies plans to open a restaurant in Scotland,1336,unrelated
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,992,unrelated
US officials: Video shows American's execution,1011,discuss
'Spiderman' squished: Experts debunk claims,2303,unrelated
New Audio Allegedly Captures Moment Michael Brown Was Shot,2403,unrelated
Boko Haram denies ceasefire claim by Nigeria's government,1372,unrelated
Vogue’s Shiny New Office Has a Big Rat Problem,30,unrelated
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,1458,unrelated
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,2520,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,826,unrelated
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1785,discuss
Iraqi media says ISIS militants have contracted Ebola,87,unrelated
"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others",742,unrelated
NBC weatherman caught urinating in the woods live on air,321,unrelated
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,40,unrelated
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",1825,discuss
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1040,unrelated
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,313,discuss
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1949,unrelated
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",830,unrelated
ISIS leader ‘killed’ in US airstrikes,2187,unrelated
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',2337,disagree
Meteorite leaves crater in Nicaraguan capital Managua,373,unrelated
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",2088,unrelated
Mystery man slaps shoppers around head for sneezing,125,unrelated
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,693,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,11,unrelated
SEE IT: California homeless man uses $100 gift to give food to others,2240,unrelated
"No, Vladimir Putin did not get pooped on by a bird during a First World War speech",1095,unrelated
Report claims Kim Jong-un underwent surgery to repair fractured ankles,2042,unrelated
White House Fence Jumper Actually Made It Pretty Far Inside,1547,unrelated
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,2170,disagree
Audio recording allegedly captures moment Michael Brown was shot,1916,discuss
ISIS Appears To Behead American Photojournalist In YouTube Video,1589,discuss
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,614,unrelated
Tiger Woods' agent shoots down report of failed drug test,1175,unrelated
Amazon plans a streaming-video alternative,242,unrelated
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,1549,unrelated
Iraqi social-media rumors claim IS leader slain,401,unrelated
Man discovers spider living under his skin during Bali vacation,1888,unrelated
Michael Zehaf-Bibeau ID’d as Canadian Shooting Suspect in Ottawa,2002,unrelated
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,1787,unrelated
"Audio captured at time of Michael Brown shooting, company says",1379,agree
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,296,unrelated
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,401,unrelated
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",226,unrelated
What Glenn Beck Fears May Be Done With the 11 Missing Jets,2162,discuss
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,2116,unrelated
'Hairgate': iPhone hit by new social media storm,2276,discuss
"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",2348,agree
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,2240,agree
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,239,unrelated
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1697,unrelated
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",586,unrelated
An audio recording of the Michael Brown shooting has reportedly surfaced,1921,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,1589,discuss
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,2115,unrelated
"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",1545,unrelated
Female teacher facing sack after making SEX TAPE with teenager,795,disagree
6 Islamist militants killed in US attack in Somalia,1873,unrelated
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,2266,discuss
Isis militants claim to have killed US journalist James Foley,950,unrelated
"Bosnia: Seven underage girls return from five day school trip, pregnant",1981,unrelated
GCPD Solved Stolen Batmobile Case?,2519,discuss
Lebanon 'holding IS leader's daughter and ex-wife',845,unrelated
Rodney Constantine keeps Facebook promise and turns himself in to police,932,unrelated
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,1289,unrelated
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,666,unrelated
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,961,unrelated
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1206,agree
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",320,unrelated
Cheeky vandals paint giant penis on bonnet of £1.5 million Bugatti Veyron sportscar,2369,agree
Tiger Woods' agent shoots down report of failed drug test,2290,unrelated
ISIS Militants Allegedly Contracted Ebola,2453,unrelated
Putin’s motorcade looks suspiciously like a massive…,303,unrelated
"Tropical spider burrows under man's skin, lives there for three days",1864,discuss
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1905,unrelated
Guantanamo detainee who was swapped in prisoner deal for Bowe Bergdahl 'tried to rejoin 'Al Qaeda',366,unrelated
Christian Bale in Talks to Star in Sony's Steve Jobs Film,1294,unrelated
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,1572,unrelated
Knightscope Security Robots Are Keeping Microsoft Campuses Safe (and They Look Really Scary),1074,unrelated
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,224,agree
App brush list actually do so sister you tired it?,1784,discuss
"Boko Haram denies truce, says kidnapped girls married",640,unrelated
NEWS/ Meet the Teletubbies Sun Baby: 19-Year-Old Jess Smith Reveals Herself as the Smiling Face Who Looked Over Teletubbyland,1171,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,1549,unrelated
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',56,unrelated
Has J.J. Abrams Asked for THE FORCE AWAKENS Release Date to be Moved Up?,748,unrelated
Meet the X-BOY: Electric shock turns kid into MAGNETO,244,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,2127,unrelated
Predator Drone Reportedly Spotted Over ISIS Stronghold,2412,discuss
Militant Group Says It Killed American Journalist in Syria,1627,unrelated
"Obama, Outraged Over Beheading, Vows to Stay on Course",1347,unrelated
"ISIS Claims an American Hostage, Kayla Mueller, Died in Airstrike in Syria",678,discuss
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,2168,discuss
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,2097,unrelated
Dog abandoned at railway station with suitcase set for happy ending as offers pour in,424,unrelated
'Jihadi John' named as Mohammed Emwazi from London,2328,unrelated
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,2033,unrelated
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1627,unrelated
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,503,unrelated
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,1799,agree
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,847,unrelated
Nun who gave birth ‘had no idea’ she was pregnant,1828,discuss
Soldier shot at war memorial in Canada,595,unrelated
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,1803,unrelated
Rapper Big Bank Hank of Sugarhill Gang dies at 57,2420,unrelated
"'Nasa Confirms Six Days of Darkness in December': No, they really don't - it's a hoax",804,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,1438,unrelated
Nigeria says it has deal with Boko Haram to release kidnapped girls,903,unrelated
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',1481,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,75,unrelated
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,626,unrelated
"Small meteorite strikes Nicaragua, government says",2155,unrelated
The next Apple Watch could be platinum,1291,discuss
Hospital: Man not being treated for Ebola in Kansas City,1787,unrelated
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),2299,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1034,unrelated
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",787,unrelated
"BREAKING NEWS: Female American aid worker, 26, held hostage by ISIS for 18 months has been 'killed in Jordanian air strike'",2260,unrelated
ISIS Getting Ebola,93,unrelated
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,2115,agree
Islamic State 'training pilots to fly fighter jets',1337,unrelated
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,2314,unrelated
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",1642,unrelated
ISIS leader ‘killed’ in US airstrikes,1948,unrelated
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,77,unrelated
"Why the Gold Apple Watch Edition Must Cost $10,000",490,unrelated
Mystery man slaps shoppers around head for sneezing,1883,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2147,discuss
People On Twitter Think Macklemore Has Joined ISIS,2163,unrelated
Elderly Woman Arrested for Kidnapping Neighbor's Cats & Making Fur Coats,1829,unrelated
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",1673,unrelated
Report: Christian Bale Drops Out Of Steve Jobs Biopic,1854,unrelated
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,359,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2388,discuss
Boko Haram Denies Nigeria Cease-Fire Claim,125,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,320,unrelated
'Spiderman' squished: Experts debunk claims,431,unrelated
ISIL Beheads American Photojournalist in Iraq,1351,unrelated
GCPD Solved Stolen Batmobile Case?,1673,unrelated
The iPhone 6 'Hairgate' Is Not a Thing,1867,discuss
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',1263,discuss
KC hospital: Patient does not have symptom profile of Ebola,304,unrelated
Islamic State accused of using chlorine gas on Iraqi soldiers,1296,unrelated
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,731,discuss
Amazon Is Opening a Brick-and-Mortar Store in Manhattan,464,agree
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,1222,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1893,discuss
Canadian Michael Zehaf-Bibeau thought to be the gunman in Ottawa shooting,530,unrelated
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",1498,unrelated
"Is North Korea, world's most secret state, really planning a new restaurant in Scotland?",2452,discuss
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1541,unrelated
Kim Jong-un: obese leader 'fractured both ankles',818,unrelated
Spider burrowed through tourist's stomach and up into his chest,724,unrelated
ISIS Getting Ebola,1461,unrelated
Magic mushrooms found at Buckingham Palace,2480,discuss
BREAKING: ISIS Beheads American Journalist James Wright Foley,7,unrelated
Chugging eggnog sends Utah man to hospital,23,unrelated
Was The Batmobile Stolen In Detroit?,1678,unrelated
Christian Bale Is Steve Jobs,2367,unrelated
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,401,unrelated
"In Kim Jong Un's absence, his sister may rule. Or not.",2048,discuss
"One gunman killed in shooting on Parliament Hill in Ottawa, hunt on for other shooters",2269,unrelated
Son Pays Off His Parents’ Mortgage for Christmas,1439,unrelated
Kim Jong-un 'Had Surgery on Fractured Ankles',1972,discuss
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1764,agree
Seth Rogen to play Woz in Jobs biopic,1660,unrelated
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,1498,unrelated
Jihadi John unmasked: Former Westminster University student was arrested FIVE years ago and put on a terror watch list - but he flew to Syria to join ISIS two years later,2125,unrelated
How did a Texas plumber's truck end up with Syrian rebels? (+video),13,unrelated
7 Bosnian teens get pregnant on school trip,313,unrelated
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,40,unrelated
Actor has his testicles stolen after meeting ‘young blonde woman at a bar’,551,unrelated
Jilted lover chops off his penis after girlfriend dumps him,908,unrelated
WHO investigates media reports ISIS fighters contracted Ebola,2463,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,403,unrelated
Star Wars 7: JJ Abrams want to move release to summer 2015,1087,unrelated
Report: Taliban Detainee Swapped for Bowe Bergdahl Suspected of Trying to Return to Terrorism,1813,unrelated
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,1503,unrelated
Islamic State militants claim to behead missing American journalist,2287,unrelated
James Foley remembered as 'brave and tireless' journalist,1747,agree
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,1697,unrelated
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,1772,unrelated
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,1646,discuss
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,1658,unrelated
New iOS 8 bug can delete all of your iCloud documents,221,unrelated
Italian fisherman catches monstrous 280-pound catfish,0,unrelated
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,615,unrelated
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,1342,unrelated
Macaulay Culkin Victim of Another Online Death Hoax,804,agree
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',2187,unrelated
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,698,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",524,unrelated
Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO],2489,unrelated
Rodney Constantine keeps Facebook promise and turns himself in to police,2124,unrelated
Alleged audio of Michael Brown shooting released,251,unrelated
Psychoactive magic mushroom found in grounds of Buckingham Palace,2480,discuss
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",1224,unrelated
ISIS supporters mourn death of ‘youngest fighter’,1627,unrelated
"No, a bird didn't poop on Vladimir Putin",225,unrelated
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,1968,unrelated
"Nun gives birth, intends to keep baby",2155,unrelated
"Gold Apple Watch Edition Could Cost As Much As $1,200",1940,unrelated
ISIL allegedly kills US journalist in video,874,unrelated
Man chops off his own penis after girlfriend told him he was no good in bed,503,agree
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1225,unrelated
High School Student Rumored to Have Made $72 Million Trading Stocks,409,unrelated
Pentagon: ISIS seized materials airdropped to Kurds,2404,discuss
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1943,unrelated
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,43,unrelated
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",225,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,999,discuss
Christian Bale in Talks to Play Steve Jobs (Exclusive),2343,discuss
Video shows dramatic moment bullet strikes U.S. Marine’s head — and he survives thanks to kevlar helmet,286,unrelated
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,2423,discuss
An audio recording of the Michael Brown shooting has reportedly surfaced,2434,discuss
ISIS Getting Ebola,1904,discuss
Video: Marine survives Taliban sniper headshot thanks to helmet,56,unrelated
God is a woman- Priest who died for 48 minutes claims,1549,disagree
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,518,unrelated
BREAKING: ISIS Beheads American Journalist James Wright Foley,1385,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1589,discuss
Former PGA Tour player: Tiger Woods suspended for drug test failure,2367,unrelated
The Arrest of the ISIS Leader's Wife and Son,404,unrelated
McDonald’s Will Stop Serving Overweight Customers Beginning 1/1/15,77,unrelated
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",2463,unrelated
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,2299,unrelated
White House Fence Jumper Actually Made It Pretty Far Inside,848,discuss
"Meteorite makes big crater in Nicaragua, government says",1722,discuss
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",1415,unrelated
WHO investigates media reports ISIS fighters contracted Ebola,737,unrelated
Rumors Of Fidel Castro's Death Circulate After Prolonged Absence From Public Life,47,unrelated
Indian worker sacked after going on leave for 24 years,860,unrelated
"Tim Cook Reportedly Showers with Apple Watch, Suggesting It’s Waterproof",401,unrelated
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,1933,unrelated
Conflicting reports on alleged IS capture of Canadian woman,1899,discuss
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,846,unrelated
US confirms death of Somalia terror group leader,1176,discuss
US officials: Video shows American's execution,1125,unrelated
Video shows ISIL beheading of photojournalist James Foley,2070,unrelated
Boko Haram denies ceasefire claim by Nigeria's government,532,unrelated
Boko Haram denies truce to release kidnapped schoolgirls,1019,unrelated
"Are missing students in mass graves found near Iguala, Mexico?",1849,unrelated
Senator: Detainees swapped for Bergdahl have contacted militants,903,unrelated
Report: Amazon to Launch Ad-Supported Streaming Service,220,unrelated
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,1789,unrelated
Everyone chill! Banksy has NOT been arrested,1940,agree
What Glenn Beck Fears May Be Done With the 11 Missing Jets,181,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2314,unrelated
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,1476,discuss
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,504,unrelated
Small Meteorite Hits Managua,534,unrelated
"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament",2269,unrelated
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1853,unrelated
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,1938,unrelated
CNN audio: Is this the moment Michael Brown was shot?,346,unrelated
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,860,discuss
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',2327,unrelated
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,2453,unrelated
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,205,unrelated
Founding Fathers-Era Time Capsule Found in Boston,690,unrelated
KC hospital: Patient does not have symptom profile of Ebola,570,unrelated
"North Korea leader Kim is still in charge, has injured leg: source",1252,unrelated
Purported ISIS claim: Jordan airstrike kills female US hostage,281,unrelated
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,2130,unrelated
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",1660,unrelated
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",115,unrelated
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',1940,unrelated
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1226,disagree
Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,176,unrelated
IS Militants Kill 300 Iraqi Soldiers with Chlorine Gas,1233,discuss
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",2042,unrelated
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",2096,unrelated
"Why the Gold Apple Watch Edition Must Cost $10,000",2016,unrelated
Nun 'has surprise baby' after complaining of stomach pains,1164,unrelated
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,2187,unrelated
SEE IT: California homeless man uses $100 gift to give food to others,825,unrelated
Christian Bale won't play Steve Jobs,1646,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1027,agree
ISIS cracks down on five confirmed Ebola cases among fighters: official,720,unrelated
Cheese addiction breaks Kim Jong-un's ankles,2153,discuss
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,1097,unrelated
South Korea: Kim Jong Un had ankle surgery to remove cyst,524,unrelated
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,2168,discuss
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,959,unrelated
Vogue's new digs are reportedly swarming with rats,2080,unrelated
"Bosnia: Seven underage girls return from five day school trip, pregnant",1667,discuss
Reports: Boko Haram may release schoolgirls as part of deal,1603,unrelated
Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',2403,unrelated
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,2434,discuss
"UPDATED 'Jihadi John' identified as Mohammed Emwazi of London, reports say",2501,unrelated
ISIS Appears To Behead American Photojournalist In YouTube Video,2130,unrelated
Vogue’s Shiny New Office Has a Big Rat Problem,1686,unrelated
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,281,unrelated
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1013,unrelated
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",321,unrelated
Parents are furious after seven girls aged 13-14 fall pregnant on a school trip,2504,agree
Moment U.S. Marine is saved by his Kevlar helmet as Taliban sniper bullet hits him in head,2091,unrelated
NBC weatherman caught urinating in the woods live on air,1333,disagree
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",2515,agree
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",7,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2144,discuss
ISLAMIC STATE ‘FED MURDERED MAN TO HIS OWN MOTHER’,2349,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,688,discuss
Small Meteorite Strikes in Nicaragua's Capital City of Managua,9,agree
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,1234,unrelated
Sugarhill Gang’s Big Bank Hank dead at 57,1107,unrelated
"Obama, Outraged Over Beheading, Vows to Stay on Course",1547,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,450,unrelated
Libya: Missing Libya Planes Spark Security Concerns,2162,discuss
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,830,unrelated
New iOS 8 bug can delete all of your iCloud documents,1385,unrelated
American hostage killed in rescue attempt in Yemen - senior official,2528,unrelated
See the Crater a Meteorite Made in Nicaragua,1825,discuss
"Priest Dies, Wakes Up, Claims God Is a Woman. Huh?",2142,unrelated
Canadian Soldier Shot At Ottawa War Memorial: Report,40,unrelated
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",428,unrelated
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,2118,unrelated
CNN audio: Is this the moment Michael Brown was shot?,2220,discuss
Ferguson riots: audio may have captured Michael Brown shooting,693,discuss
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,499,unrelated
'Spiderman' squished: Perth experts debunk spider burrowing claims,43,unrelated
Lebanon 'holding IS leader's daughter and ex-wife',2042,unrelated
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",958,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,1565,unrelated
